x,y
541.76086,466.8913
547.5303,468.95456
551.3148,466.03705
554.9426,461.90985
560.40625,460.8125
565.4452,460.78766
566.048,457.10275
564.5267,451.79333
564.45,447.6625
566.2162,443.1216
565.10974,436.59756
563.1344,431.0914
561.98865,427.86365
561.02875,424.60345
559.9878,422.36584
555.1081,423.94595
545.3305,430.6356
532.22546,438.2255
520.07574,443.04544
511.2647,445.94116
506.5,448.21796
503.3085,450.1383
499.68604,450.36047
495.60416,447.97916
493.36792,445.1415
492.3113,444.9717
490.9,447.0091
487.54254,447.92554
481.83334,448.70514
476.2353,448.94116
471.40323,448.69354
465.82,449.74
459.58334,453.33334
452,458
445,463
439.5,468.7857
432.19232,476.93588
426.14517,482.82257
420.28333,486.85
415.03226,490.82257
409.01282,495.39743
401.64667,503.62
397.0606,511.60605
393.89536,520.43024
390.83334,529.76984
388.31033,538.7414
382.6087,549.1087
376.7157,559.34314
373.675,560.725
370.90625,562.40625
366.90985,570.5984
363.65494,580.6972
361.15,584.7
353.9127,591.8492
347.4138,602.1724
342.90625,612.6719
339.00793,619.2778
334.40567,626.06604
329.04688,634.125
322.95312,644.2656
318.05,650.86664
313.10464,655.1047
308.35715,659.4286
304.13416,668.939
301.32977,673.5213
301.125,673.4643
302.45456,670.1591
303.28378,665.77026
303.88235,663.67645
304.43332,660.6778
305.34616,659.76154
308.9375,657.90625
314.7143,651.6964
319.87704,644.9754
325.60666,638.46
333.86365,632.43506
340.17307,630.5577
347.1271,627.11017
356.7143,619.3571
366.5,615.5
381.23016,610.10315
398.56412,604.10254
418.8913,596.36957
437.97058,589.5294
454.41464,584.0854
463.375,580.8125
466.78,578.2733
467.30554,572.5972
467.01135,567.0227
467.15216,560.54346
465.16666,555.4583
463.5,548
462.32144,536.5357
463.07144,528.9464
465.86765,525.7206
471.4,523.45
479.2324,520.2042
484.4014,516.07745
485.23135,510.90298
482.65,506.4
476.66394,503.15573
467.8611,501.5
459.18115,498.26813
452.96875,493.8229
450.4041,489.96576
449.94263,484.46722
450.8158,478.3421
451.56668,473.27777
451.94446,469.80554
452.575,470.675
453.5,476.78815
458.625,482.23438
463.11905,482.37302
465.27966,481.34744
467.17926,483.04718
472.35883,484.51178
479.4684,487.60526
487.51538,493.62308
494.23438,498.03125
498.4,497.7143
500.58694,495.78986
503.7927,493.47562
507.28125,491.875
508.44116,490.2647
507.36566,486.30597
504.22415,484.13794
501.01514,484.04544
496.825,488.05
495.0283,490.19812
493.5,491.5
489.86584,485.06097
485.0783,479.88553
481.64474,473.5263
480.2077,468.7923
479.51962,462.38235
478.40475,455.9762
478.4643,449.82144
480,442
479,442
480,439
474,434
464,439
461,442
452,449
444,455
437,455
431,459.3125
426.88235,463.17648
424.56,466.42
422.83334,465.98718
420,463.16666
415.3889,464.16666
411.9694,469.3163
413.56897,477.2586
417.13492,486.3889
421.82812,495.54688
425.45,499.0875
425.11,498.32
422.2935,496.82608
416.9186,495.96512
412.74097,496.28314
411.99207,497.92856
414.75,501.16666
416.71155,506.09616
417.4643,512.7321
416.18292,517.04877
419.29245,518.1226
423.35715,514.6558
427.94595,511.66217
431.76028,508.02054
436.29245,503.83963
442.8684,501.71054
451.9355,501.2258
463.65872,502.89682
477.3889,503.83334
491.2742,506.87097
503.53278,506.63113
512.3406,505.06522
518.10315,505.0238
521.2879,503.9697
522.8333,503.4524
521.6875,502.8125
519.94116,500.55884
517.64703,498.75
516.5303,498.28787
515.0455,497.52597
512.85895,497.79486
510.0696,496.91772
507.0634,493.80984
504.2639,490.94446
503.3254,488.4524
503.46875,488.17188
504.57812,489.89062
505.95715,493.42856
506.56097,495.47562
505.31482,494.45062
501.43054,492.1389
497.13635,489.66666
492.83804,486.5141
490.2324,485.07745
491.0645,489.8871
496.625,495.4
503.82895,503.46054
510.69354,506.03226
516.46924,505.65384
520.34125,503.48413
520.5806,501.32257
520.3406,500.31158
519.75757,500.10605
518.7031,500.20312
516.7,498
516.32434,496.02704
518.56976,494.55814
522.3475,495.88983
528.03845,497.48718
533.41547,496.07745
538.67645,494.13235
542.7105,492
546.2595,491.03165
549.93243,489.71622
554.34283,488.3857
556.95715,484.3
556.8294,480.80588
556.6325,477.7771
557.57776,477.17776
559.02875,478.36206
557.8721,478.52325
554.62195,477.07318
551.3933,473.46
551.0357,472.5
551.5,473.85
550.0294,473.5706
547.5789,471.4342
545.56525,468.44565
546.4268,469.42682
546.9415,469.6948
546.709,470.5
543.85895,467.3846
542.0921,465.3421
542.4853,467.83823
541.87036,469.42593
540.16235,470.5
537.7941,466.89706
536.95123,464
537.125,465.06946
537.30554,466.83334
537.2024,467.64285
535.0395,463.48685
532.7375,459.725
530.8472,460.22223
530.02704,463.05405
529.4762,464.7738
526.92255,462.9366
523.725,456.375
522.5395,455.01315
521.8947,455.76315
523.93475,459.28262
525.5476,458.25
525.35077,451.94775
525.3732,449.54227
524.88806,449.9776
525.3677,453.7647
524.90967,452.66867
521.89703,448.04413
518.6081,443.18918
516.3214,443.05356
515.3594,447.96875
516.70776,451.47403
516.42957,449.62677
514.625,444.1625
514.14386,442.32193
513.87256,446.2451
515.58826,452.32352
520.5465,457.33722
527.3,458.2625
530.7442,455.53488
531.8563,452.9253
530.5247,449.58643
530.1984,447.59525
529.39655,446.7069
529.7917,448.72916
528.8269,451.1346
530.1875,456.34375
531.5139,458.05554
533.0645,460.40323
531.7031,463.60938
527.98,463.56
524.2778,464.37036
520.3823,459.89706
516.5341,457.19318
514.6205,454.5723
512.881,452.60715
512.9177,449.77847
513.4846,446.91537
512.903,448.0224
512.4861,453.83334
516.46387,459.1265
522.75806,461.83334
526.3511,462.40427
524.1957,462.83694
518.5,463.4524
511.075,463.5625
506.5862,466.0345
506.48306,462.90677
509.5435,455.58694
514.48096,452.16666
520.6932,448.69318
525.925,446.475
529.93036,445.44937
532.6091,444.82727
533.25,446.25
533.1786,457.75
530.35,461.3
526.24194,460.5
522.4405,464.2262
520.9405,466.4881
521.06,467.34
520.067,467.0567
520.80853,468.7447
520.6413,469.09784
520.7317,467.57318
519.87665,467.81168
516.7708,468.15625
511.5,466.41025
503.92697,462.8146
500.33035,460.91965
496.7963,458.9321
496.0357,457.2143
494.49048,455.24286
494.58655,453.26923
497.48148,451.37036
501.24698,450.1506
504.2258,448.46774
507.32257,449.4355
513.85895,455.6154
520.12665,459.94
524.5469,461.54688
526.2143,466.58572
528.119,468.8524
530.931,469.75
534.32416,468.45605
536.75885,467.13528
536.9091,464.9091
534.76495,462.7564
532.25726,460.45145
530.1087,458.56522
529.73254,457.9186
529.8708,456.47754
531.2308,457
532.07306,458.94943
531.87036,460.15433
531.36365,460.98486
531.9568,463.01852
533.45386,464.42307
536.46155,465.34616
541.1667,466.5392
548.3983,468.38135
557.6711,471.21054
567.593,473.61627
574.9805,474.56494
578.58887,475.52222
580.2907,475.46512
582.64514,477.19354
584.5606,477.34848
587.17535,477.17532
590.01404,474.74298
592.0814,471.61627
592.3043,469.15216
594.52356,467.81766
600.0536,465.30356
608.6754,461.83334
618.6094,458.375
630.0741,453.12964
642.5125,446.7
652.9127,441.00793
661.78815,433.90677
667.913,425.08694
672.3409,418.0909
680.73254,413.19766
691.7941,411.70587
699.881,408.5
703,405.59375
704.5851,404.5
709.90424,403.8617
717.3772,404.2193
725.1667,404.64816
731.93396,405.57547
736.78815,407.5
738.86066,409.18854
742,411
744.4672,412.27048
742.7,412.23846
737.8684,413.28946
730.28,415.42
722.0926,419.64816
709.1667,423.51852
695.6228,430.1316
683.9894,441.84042
671.8509,456.92105
660.5,472.58163
647.14813,484.46295
635.7857,489.7143
627.0789,494.1491
625.5,500
625.37177,499.03845
623.04,501.58
621.6961,501.9902
622.0294,503.06863
622.5893,504.10715
621.89343,504.81146
617.9286,504.80612
613.0238,506.16666
609.48114,506.63208
606.44916,505.48306
602.5182,502.91818
596.9493,498.64493
591.8684,496.9737
588.39233,499.3923
586.43616,499.0532
585.8158,504.71054
584.58105,503.45947
582.8571,498.94644
580.56757,498.75674
577.7593,497
575.15753,497.02054
573.37756,497.83673
571.9,496.32727
571.44794,495.9271
569.09,493.44
566.7651,491.5482
565.4524,490.7976
563.1323,490.52942
559.375,490.02084
554.05316,488.67023
549.4231,489.75
547.161,492.75424
544.931,494.65518
541.7985,497.8433
539.34375,502.6146
535.44446,505.14816
526.9674,504.5435
515.88776,503.5408
504.09573,502.40427
495.44116,499.81372
487.27084,502.8646
483.09595,504.5303
482.18808,505.52753
483.44168,505.70834
486.09433,506.6887
485.1293,508.0862
482.1422,509.41742
481.4829,510.73077
483.86,510.452
489.13965,509.47296
490.15152,506.1591
489.6638,503.2586
489.78226,500.30646
492.02042,496.93878
495.24075,493.98148
496.61926,492.37155
496.43332,492.6143
494.29807,490.60577
491.5104,487.27084
489.7195,485.2195
489.64062,483.34375
490.16666,479.64584
488.80768,473.46155
484.8846,470.19232
477.76666,476.73334
470.01852,487.72223
464.8494,497.51205
460.7381,501.82382
457.09323,502.44067
453.807,500.14035
448.53278,500.17212
443.78262,496.16306
439.06732,495.5
439.82608,497.32608
443.1415,496.8113
446.65308,496.34692
446.518,493.96848
439.19446,488.2963
430.47116,480.21155
423.19608,472
418.68182,464.78925
411.93967,457.93967
404.3772,451.98245
397.54877,448.14633
390.65842,448.05444
385.59616,450.72116
380.45456,453.58182
372.93903,456.19107
365.01352,457.7973
357.19662,459.14044
349.97125,461.43103
343.22153,462.18353
336.41046,462.45523
330.57693,464.2436
325.87805,465.43903
324.86667,465.17776
326.71335,465.79333
327,467.2
321.98648,469.31082
314.40475,472.82144
306.36517,477.05057
299.28314,481.89758
291.94446,487.7037
284.3387,492.40323
278.84723,500.05554
275.9,508.2
274.53333,513.68335
270.24075,518
267.12964,522.5741
262.34744,524.6695
260.02,525.02
260.6905,522.5714
261.28378,521.77026
260.40323,520.9194
259.3125,522.125
258.125,523.34375
261.83334,524.5606
268.22223,522.3611
274.05173,519.7414
280.0263,515.1316
287.5,511.5
292.66666,506.66666
298,502
302.85294,494.5
306.5,486.5
310,474
312,468
308,466
318,466
324,462
322.66666,459.5
321.22415,452.0862
318.55264,441.6579
315.60416,427.8125
316.5909,412.5909
324.2647,395.94116
334,381.9107
345.11957,366.6413
353.63416,360.58536
359.7521,356.61765
367.47296,350.86035
372.711,343.8853
373.96667,338.00476
373.4091,335.02066
371.93268,334.95193
370.19565,334.72607
370.9655,332.1638
374.71487,329.62396
379.47437,329.20087
385.94736,330.6842
393.72952,334.09015
401.80252,335.30673
408.57843,336.29413
415.33963,336.87735
421.84738,339.40527
428.716,339.892
436.92743,340.01614
446.7623,336.7787
457.26785,332.54465
466.825,328.51666
472.69827,324.06897
475.63675,319.44873
476.55554,313.0926
476.4703,304.05444
475.67432,294.39908
476.0909,286.87274
477.58163,277.88776
479.399,267.5303
482.50952,258.3381
484.9375,249.5
484.45456,241.57954
481.07144,232.08333
476.85803,222.05556
474.19388,213.66327
473.68085,208.80852
472.75302,203.23494
470.53613,196.54819
469.363,191.99315
469.24326,189.37837
469.03967,186.05556
468.5909,181.01515
469.92105,174.69298
471.44232,169.63461
471.38678,167.33018
471.86066,164.95901
471.86365,161.7
471.9737,161.23685
472.92188,161.42188
473.55884,163.93137
474.5408,166.07143
476.13635,165.5
476.44,162.3
476.9386,158.8158
477.66666,162.54167
478.01428,164.24286
477.33334,161.25
477.45746,156.07446
477.62766,154.18085
479.52127,153.07446
480.68182,152.54546
478.9737,154.42982
477.56897,155.51724
477.56122,155.92857
478.87704,158.46721
480.5,160.85417
481.1757,161.55405
482.91306,159.41304
484.0926,158.96297
482.55768,165.67308
479.5702,176.7807
480.7857,188.51428
486.58237,200.02942
493.73865,212.69318
502.4271,226.69792
513.7105,238.68947
526.70654,247
536.5,254.61702
542.7105,261.60526
548.2568,266.86935
554.74744,271.24228
561.5849,275.5566
566.64813,281
571.0196,285.4902
576.76666,286.52856
583.3899,284.53668
588.7477,282.2523
589.4035,284.14035
591.9752,286.3614
593.78845,289.29807
596.5,291.98386
596.90955,297.25238
596.79034,305.1559
600.0765,312.35883
607.0977,316.33908
612.8204,317.8398
615.5,319.2935
619.0341,319.89774
624.55194,318.53897
633.1818,314.38635
643.7809,309.14044
652.7471,306.48822
662.39026,304.56097
673.91174,301.81766
685.09406,299.99506
691.7414,302.0862
698.04285,303.44287
704.29614,303.4903
711.2619,303.6905
717.5194,302.9272
719.4697,302.5505
723.7955,300.97726
732.6477,298.32956
741.86273,295.2255
747.94446,291.49146
750.7696,287.4565
750.33655,282.79807
747.2129,278.98514
744.3558,277
740.28644,275.7136
734.9045,274.53372
730.6625,274.6375
727.0585,275.81168
722.1818,277.4659
717.118,278.41013
715.549,278.09805
716.9167,277.75
717.65454,277.5
716.2714,276.84286
711.7833,275.29166
706.07983,272.30673
700.979,268.67648
698.2638,264.0118
698.1439,263.25757
696.5379,266.11365
694.39233,267.03076
693.4787,265.26596
692.1796,260.58737
693.38696,253.14348
692.35834,248.14166
690.33673,243.58163
688.5612,238.68367
688.9949,234.30412
688.5947,230.11052
688.97675,224.01163
690.64734,216.8158
693.6429,210.47803
695.0294,207.04118
695.4677,204.71506
694.4882,204.00589
694.8333,204.14516
694.33905,205.31609
694.56384,204.89362
694,206.85228
694.8555,209.88889
694.4759,213.18675
693.0517,214.68391
692.9805,217.27922
693.1667,221.73611
694.4636,223.86363
693.2647,223.76471
689,223.82143
684.6429,223.69048
680.525,224.575
678.13635,225.45454
677.59753,224.62195
679.9902,221.65686
684.35486,217.51613
688.0593,215.97458
690.0741,218.11111
690.13464,221.9423
689.2917,224.45833
686.9773,225.70454
683.3293,227.57317
680.3421,231.55263
677.4643,239.21428
675,247
676,250
670,246
668,262
660,268
668,272
658,274
656,272.5
657.7,271.9
662,274
663.1667,274.6111
666.86365,274.04544
674,271
682,269.5
694,266
708,266
722,262
730.5,262
742.3333,258.22223
752.94,254.42
761.6786,251.07143
767.5,248.7
771.0357,247.96428
773.3421,247.6579
773.8571,248.21428
772,250
768,256
756,266
744.875,276.75
740,286
729.8333,293.94446
722.6875,299.1875
719.0926,302.42593
720.1,304.26
723.6852,303.57407
727.53845,301.3846
733.14,298.74
743.8333,295.375
755.5,293.44446
766.5,293
778.5,294
790.38464,296.69232
800.41895,300.95947
808.3182,306
814.6404,310.9737
821.48737,314.4367
826.2843,315.86273
829.12616,315.986
831.0158,316.87894
832.587,317.80435
834.64606,318.76965
833.04346,319.09784
829.81464,316.33145
828.8452,313.4405
830.1705,310.93182
833.5103,310.13916
840.45746,310.87234
845.54395,314.2143
850.5,318.4518
856.4487,321.41025
863.9286,323.1044
867.9535,325.44186
871.26,329.54
876.1197,335.0634
883.2,340.48572
891.06757,345.75674
897.4342,351.3158
905.53656,356.68292
912.1818,360.8409
916.5455,360.13635
923.0417,365.6111
924.8,366.475
930.02057,372.226
935.8714,375.3
945.0658,378.2763
953.7267,380.36667
958.4487,379.60257
962.63696,377.3356
970.46204,376.24683
977.58044,376.6839
977.0833,376.8095
972.1465,376.399
966.97705,376.5642
962.7768,376.32144
959.3182,376.80908
955.5,377.8158
948.1638,377.9138
943.85834,380.89166
943.2826,387.44565
940.587,394.65216
934.56836,405.1154
931.1754,419.0614
929.2672,432.17242
927.70337,442.92374
926.5283,450.16037
927.14484,456.9299
925.18365,463.76532
923.5099,470.90594
922.4429,475.27142
923.6905,480.0238
927.15424,484.014
930.4346,486.3598
933.0278,491.12964
934.2,498.68
935.3679,506.49057
938.23566,514.5345
944.56665,523.6429
951.9894,530.65955
959.5476,538.4762
965.6039,547.2143
972.4014,555.5
978.9146,563.0854
983.7875,567.625
990.0529,572.5
996.0325,574.86365
1000.23254,578.1163
1001.1,580.9375
1000.02576,584.0567
999.64734,589.1737
998.2129,596.09406
994.2677,601.3485
991.1326,603.83673
990.8723,605.7766
992.04,607.9
994.2647,609.03925
995.11224,609.8469
993.32477,608.97424
990.0784,607.91174
987.5,609.9194
985.1429,603.9762
980.15,602.3
971.5513,597.85895
975.1539,593.71155
960.5759,595.9177
949.53125,602.7031
941.584,601.126
934.71136,599.78455
930.6053,600.3947
928.9274,605.7016
924.46106,609.83765
922,609.59753
921.8953,617.3837
921.7421,620.2368
922.5175,625.5088
923.00836,632.48334
921.1068,636.92737
915.57776,639.8444
908.92267,642.90204
903.0196,648.67645
899.53094,653.0051
897.3515,655.20294
897.3025,656.99384
899.38635,661.7273
901.95654,667.8587
905.4474,672.78424
907.9433,676.31445
909.5227,680.875
911.9545,689.46106
915.67444,699.6977
918.7,709.03687
921.54443,717.1111
925,725.94794
927.55493,731.15936
929.7143,733.7738
930.32855,734.6286
931.5959,734.1027
935.2969,736.1406
938.9074,739.4506
941.6519,744.66455
941.7237,748.9079
940.9286,753.8016
939.73285,760.1986
937.7456,765.1842
936.9048,770.2857
937.9878,777.0122
941.4783,785.587
945.2955,792.1818
947.5417,798.8333
949.35364,805.6951
953.36957,812.913
967.5,831.5
974.02875,838.78735
977.3452,843.6786
975.3961,845.26624
974.13495,847.76984
976.1901,847.7676
976.66437,849.15753
977.5135,850.7162
978.9516,850.79034
980.8134,854.82837
983.2083,855.9583
986.87933,857.5
993,858.5
1001.96875,857.6406
1008.0345,855.81036
1012,853
1015.03845,851.7154
1016.3904,850.5
1017.4429,848.8714
1018.21643,847.3955
1019.2222,845.2917
1019.60254,842.5641
1018.7025,839.27216
1016.3823,836.85297
1016.76666,832.55334
1017.4524,829.9405
1017.9699,827.7892
1019.175,823.675
1022.1374,819.2143
1025.6511,814.8721
1030.5482,808.00604
1033.4222,803.95557
1032.6559,799.29224
1034.1377,792.0797
1038.0264,785.8684
1043.3704,780.1852
1046.6777,775.9
1046.3223,771.7
1042.4773,766.88635
1038.5344,761.87933
1035.5416,757.7917
1032,752
1030,740
1030,726
1032,722
1032,716
1028,712
1026,710
1026,706
1028,702
1030,696
1030,690
1026,690
1034,682
1034,686
1030,684
1030,682
1020,680
1016,682
1016,684
1006,680
996,678
984.1316,678.4474
973.94183,679.82556
962.98,684.1
953.4846,689.0692
946.57227,691.56024
942.5575,686.99426
946.37756,675.9286
954.3947,658.5
960.05237,641.38574
962.1263,629.3182
963.86694,617.6101
967.9667,607.6524
973.3172,601.30646
977.8678,594.431
979.5795,585.7273
981.97424,567.3866
984.6795,537.3333
980.67,496.55
969.60474,463.10953
961.30206,440.9896
954.9457,426.1413
952.9554,415.91965
958.03156,408.8153
965.20795,402.40265
969.1,401.28094
972.4327,402.73077
974.95264,402.33157
974.2312,397.18817
973.1857,389.82382
970.18475,383.94565
964.2474,375.72104
954.73254,364.89536
945.9902,353.61765
938.1415,344.39624
932.1574,336.92593
927.8619,334.63333
923.8617,333.90427
919.5,331.7473
913.5,326.28494
907.4785,319.05914
902.46704,314.36813
900.7019,309.98077
902.5106,306.53192
904.5337,303.20786
903.96313,300.83685
903.0833,298.2963
903.47,294.14
903.0455,292.1281
902.85077,289.08954
902.7258,286.7903
902.4549,287.36465
902.4077,289.1846
906.2664,287.66058
910.4621,284.62878
913.438,283.24417
916.0372,282.2438
918.9628,281.0372
920.78,282.604
920.3739,286.6081
921.03156,288.75226
924.4008,286.85538
928.94916,284.91525
931.93445,284.85245
933.7248,285.03488
934.98413,283.42856
934.3595,283.85538
936.3455,286.874
937.78973,286.90186
938.2064,282.8853
938.52545,274.0678
936.9112,267.17288
937.2451,265.85294
940.2553,263.27658
941.86456,257.3854
940.4579,252.96317
937.2863,252.3718
936.7385,252.48166
938.6165,250.90776
940.2876,251.88052
939.9259,257.43518
941.636,261.5
945.814,262.44214
947.4055,262.5315
946.322,263.67798
946.4394,263.21213
947.86884,263.2623
948.73773,263.4918
948.9132,263.97934
949.7239,265.3209
950.4496,266.06302
949.9651,266.22867
949.8629,264.94354
949.676,263.652
950.925,265.35
952.29834,268.0378
952.16925,271.96924
952.34296,274.17767
952.4197,275.36133
954.3682,278.9031
956.8209,284.2015
957.39233,288.93848
955.95776,295.52112
956.4621,302.6894
958.7595,308.62213
961.8534,313.83835
964.132,317.476
964.9809,318.958
965.27344,318.95312
968.37036,320
973.05286,324.3618
980.70654,325.90216
989.1818,322.9909
994.23,317.87
997.79034,311.4355
1001.06433,305.87625
1004.82587,299.28653
1004.7955,295.52274
1004.3831,293.85065
1004.6091,290.57272
1005.57935,282.9762
1004.46924,276.59232
998.4787,277.32977
992.2857,278.8095
987.20966,278.9516
982.9138,278.22415
975.5,280
964.5,285
956,292
950,292
943.3333,293.5
938.6177,296.08823
930.9074,298.42593
920,298
906.1415,294.04718
888.5333,289.71667
867.414,287.63977
845.3969,287.7268
825.3205,288.29486
810.0873,288.73016
797.13336,291.39166
785.6583,295.09167
775.98303,298.17798
768.7,300.06363
764.5283,301.7736
764.5204,309.39795
762.61365,310.61365
759.407,306.48837
756.5714,303.67346
750.3871,304.82257
741.37695,309.69232
732.2402,318.03543
728.0963,325.98624
722.0088,330.0614
720.9146,329.2561
723.0806,328.44623
722.5582,326.62622
719.49176,323.1529
713.2568,319.6081
707.63043,318.5522
703.7907,319.10464
697.23914,317.38043
688.6556,315.0778
677.8542,313.2604
667.19385,310.7755
658.7857,306.9694
651.0579,303.42633
641.2222,298.9889
628.53925,292.10785
616.8125,285.7768
608.13916,282.9742
599.35,280.99
588.8558,277.67307
581.8625,273.975
582.6125,270.75
582.10254,265.26923
577.381,260.7143
571.7184,258.8908
566.32355,258.20587
558.95715,256.15714
550.7805,252.97562
544.1323,249.69118
533.9167,244.88889
523.4859,241.64084
513.2077,238.23846
503.42307,236.00769
495.19736,233.1579
490.06604,229.95284
484.83334,225.87254
477.1154,222.4423
473.5,224.5
470.75,227.65
468.16666,229.83333
470,234
468,232
458,238
456,242
450,242
444,236
436,230
430.5,225
420.8846,218.11539
411.13635,210.95454
403.67142,205.32857
397.2381,199.11905
390.2586,191.98276
385.59232,185.46924
382.41934,181.33871
382.67188,181.125
383.08572,183.77142
379.9468,183.97873
376.2065,184.27174
371.77368,184.80527
366.8,184.0875
361.2381,181.36905
355.4524,177.96428
346.0844,174.91559
337.24026,174.7078
333.03085,179.01852
329.21054,183.61842
325.52563,187.91026
324.06363,191.62727
327.85483,196.06451
332.55103,200.44897
336.7549,205.23529
336.8611,208.93056
335.31332,209.19333
336.451,208.17647
338.5909,206.27922
337.73895,204.85399
335.59616,204.9327
333.41818,204.51819
335.71875,204.84375
335.07425,205.24257
333.5099,208.64851
329.34113,213.0701
325.85483,218.95161
324.3913,230.72826
321.45456,246.125
320.0111,263.66666
320.80234,281.34885
324.0614,298.9386
326.62903,313.5645
328.65308,327.10205
328.1383,338.82977
325.06757,348.18918
324.16666,354.71213
322.06717,361.4403
317.51538,369.1154
312.05768,374.6346
306.60294,378.25
302.83334,381.82053
296.6111,385.9111
288.9762,392.4619
282.77103,397.78036
274.9149,403.2553
267.89175,408.21133
262.19,410.78
255.60869,413.22827
251.91837,415.02042
248.2528,418.0618
242.55376,421.99463
237.55618,423.54495
235.1706,423.07648
230.99382,423.30246
226.28824,424.6059
223.20589,424.63235
220.20833,424.05554
220.67105,421.94736
222.53334,418.71667
225.91176,415.2255
229.75926,411.94446
230.03061,411.58163
229.79787,410.20212
228.23611,409.91666
227.98102,408.31012
226.5,406.1184
222.3,405.87143
220.8125,407.1125
217.5625,406.9625
214.62698,407.29364
211.13768,407.93478
209.14615,408.3154
207.5,408.67807
206.92465,408.41782
205.62698,408.9127
203.73529,410.67648
202.71053,411.6579
203.86,411.28
206.40909,410.52274
209.79033,409.82257
210.56897,409.1207
211.1842,408.4737
213.86734,406.37756
214.75,401.71155
211.73636,395.57272
211.79231,392.66922
210.71739,391.78986
211.96031,391.4524
213.79825,389.7456
217.77142,387.98572
223.30597,385.6791
226.57576,381.74243
231.40141,377.0493
234.32353,372.28824
238.36517,369.75842
244.78712,366.4703
247,373.5
251,368.1
254,365
258.5,360.64285
264.5,355.375
275.81522,333.93478
286.13043,322.25
296.53296,308.3901
303.34058,294.68842
311.20312,281.73438
318.04544,268.74243
321.02475,255.86633
323.56543,247.77103
327.65533,243.62622
328.79166,240.29167
326.4604,234.74753
322.4703,227.4604
317.85107,221.57446
313.46387,216.56024
309.41565,210.66867
304.35184,203.67284
300.3353,199.64117
295.19016,196.20422
289.81345,192.20149
282.62,188.23334
273.6111,189.18056
264.31082,192.02702
257.2625,192.25
252.97223,188.70833
250.35715,183.52856
248.675,179.175
246.9762,177.78572
246.31818,176.51515
244.76984,175.9127
243,176.1842
244.13934,176.7459
246.77586,176.43103
246.94827,175.1207
243.04099,173.56557
240.14407,174.65254
239.87704,177.2705
238.21428,178
237.94444,179.6746
238.66667,180.74243
240.46774,180.80646
241.46364,180.08182
242,177.84483
240.62,174.64
239.01923,172.09616
236.57018,170.04385
233.38889,168.35715
234.98387,169.48387
237.95097,170.91176
239.39131,171.28261
240.5,173.69048
241.275,176.6
243.30646,180.59677
243.42308,183.88461
240.98387,185.75807
237.07143,186.52856
233.35417,186.08333
230.96153,186.57692
233.38095,189.14285
237.5,192.75
239.42683,194.06097
240.02777,194.30556
240.59677,194.66129
242.03572,195.35715
241.64815,195.01852
242.61539,194.73077
243.5,193
243.22414,189.39655
244.67241,187.36208
248.06667,187.66667
250.16667,189.11111
248.7,189.82
247.42,190.62
245.38461,189.26923
244.6,187.46666
245.83333,188.66667
251.25757,198.83333
251.5,207
244.7,208.92
240.9423,209.21153
240.16197,212.09155
241.41936,217.19354
244.0921,221.57895
245.925,226.9375
249.22942,234.54706
255.88235,242.11765
264.08,249.98
271.26288,255.29381
281.6081,260.93243
293.76154,266.26923
304.0484,274.16666
310.81967,281.66394
317.19672,288.38525
322.76785,295.23215
327.00485,305.4709
330.193,318.3421
331.9958,328.64285
333.67355,330.1529
336.44547,325.0091
339.05463,320.66806
340.77927,320.28378
340.7056,325.0701
340.343,337.93802
343.4569,352.5345
350.05554,366.3889
359.0625,379.61606
370.55356,387.80356
381.44116,392.7857
392.22815,397.91748
402.41837,402.69388
411.9466,407.53885
419.17023,413.59573
422.92105,418.9
426.3317,422.76733
432.0619,425.84286
436.83334,428.1216
441.63333,428.6
448.08975,429.46582
456.42728,429.28183
464.03607,427.80927
468.6605,425.15433
471.27942,422.02942
473.4565,419.30435
477.18182,416.36365
478.5,415.5
476,418
472,424
472,426
480,426
488,422
492,426
494,430
498,432
505,428.7
513.375,433.16666
519.9194,441.7258
524.8226,454.1129
527.1774,463.9516
526.6,469.2
525.2059,473.7647
522.375,481.71875
519.2647,489.61765
516.5741,492.9074
514.9167,494
514.5294,495.08823
512.7222,496.5
510.32758,501.84482
510.0625,507.95834
511.0303,514.8939
515.17413,521.73596
521.5777,526.65533
529.32837,528.78357
537.86426,531.5571
545.1235,528.5864
551.31195,531.15814
556.09033,537.01807
559.0494,541.7037
560.1478,547.8522
561.914,555.75476
564.52325,559.29846
567.212,562.62
568.0185,568.69257
568.4245,575.7579
571.3158,580.5724
578.1118,583.625
588.26,589.94
601.64636,597.7378
632.3101,589.1709
635.64,590.8933
653.4859,588.3662
665.76715,587.8014
675.0097,588.58386
680.48065,588.34515
682.4754,584.66394
687.4762,587.15875
694.63385,592.1221
699.5781,595.83594
703.8521,594.4507
707.7525,592.4192
711.6782,591.86633
717.64197,593.179
726.65173,597.2379
732.9035,593.0351
739.01263,588.4076
746.5081,582.9065
755.14136,577.6793
763.1776,572.1645
768.4589,566.0548
772.3418,560.4557
775.28,556.74664
775.2665,553.5778
774.30743,551.7671
775.0175,551.9649
773.6646,550
768.5714,546.8461
765.95764,545.387
768.7895,545.15265
771.1828,544.7366
771.1358,544.00616
768.9383,543.6049
768.0714,542.97205
767.72424,541.6515
767.85,540.76874
771.04126,541.1422
771.2143,538.84283
768.75,533.125
765.6892,527.58105
766.427,515.20074
767.5065,504.26624
768.2421,493.78302
767.8134,486.14926
767.74243,478.50757
